    0.000000000    0.000006461    0.000010443
    0.151614827    0.000007857    0.000011836
    0.303229655    0.000009369    0.000013371
    0.454844482    0.000011000    0.000015059
    0.606459310    0.000012759    0.000016912
    0.758074137    0.000014649    0.000018945
    0.909688964    0.000016662    0.000021174
    1.061303792    0.000018803    0.000023620
    1.212918619    0.000021093    0.000026305
    1.364533447    0.000023547    0.000029259
    1.516148274    0.000026170    0.000032516
    1.667763102    0.000028972    0.000036114
    1.819377929    0.000031981    0.000040101
    1.970992756    0.000035233    0.000044537
    2.122607584    0.000038754    0.000049499
    2.274222411    0.000042567    0.000055080
    2.425837239    0.000046719    0.000061396
    2.577452066    0.000051280    0.000068591
    2.729066893    0.000056323    0.000076846
    2.880681721    0.000061912    0.000086388
    3.032296548    0.000068133    0.000097499
    3.183911376    0.000075124    0.000110537
    3.335526203    0.000083050    0.000125956
    3.487141031    0.000092077    0.000144345
    3.638755858    0.000102394    0.000166457
    3.790370685    0.000114272    0.000193262
    3.941985513    0.000128079    0.000226028
    4.093600340    0.000144234    0.000266418
    4.245215168    0.000163206    0.000316625
    4.396829995    0.000185610    0.000379532
    4.548444822    0.000212302    0.000458953
    4.700059650    0.000244371    0.000559959
    4.851674477    0.000283109    0.000689291
    5.003289305    0.000330143    0.000855866
    5.154904132    0.000387695    0.001071438
    5.306518959    0.000458765    0.001351432
    5.458133787    0.000547174    0.001715926
    5.609748614    0.000657772    0.002190630
    5.761363442    0.000797061    0.002807776
    5.912978269    0.000973952    0.003606638
    6.064593097    0.001200338    0.004633005
    6.216207924    0.001491733    0.005936686
    6.367822751    0.001868709    0.007566983
    6.519437579    0.002359186    0.009567907
    6.671052406    0.003000753    0.011975272
    6.822667234    0.003842744    0.014813737
    6.974282061    0.004949222    0.018085962
    7.125896888    0.006403741    0.021750406
    7.277511716    0.008314160    0.025707227
    7.429126543    0.010814638    0.029824457
    7.580741371    0.014064443    0.033995067
    7.732356198    0.018243817    0.038160218
    7.883971026    0.023539328    0.042267570
    8.035585853    0.030104067    0.046227279
    8.187200680    0.037994830    0.049931550
    8.338815508    0.047129417    0.053309704
    8.490430335    0.057316528    0.056350347
    8.642045163    0.068323104    0.059077189
    8.793659990    0.079804574    0.061514836
    8.945274817    0.090964397    0.063673632
    9.096889645    0.100304495    0.065554988
    9.248504472    0.106296669    0.067164878
    9.400119300    0.108805234    0.068524607
    9.551734127    0.109271407    0.069675192
    9.703348954    0.108771318    0.070677782
    9.854963782    0.106581992    0.071614747
   10.006578609    0.101497147    0.072595547
   10.158193437    0.093817049    0.073768235
   10.309808264    0.085207374    0.075327599
   10.461423092    0.077133972    0.077495481
   10.613037919    0.070021753    0.080446946
   10.764652746    0.063579359    0.084197261
   10.916267574    0.057470004    0.088539159
   11.067882401    0.051713457    0.093132944
   11.219497229    0.046718768    0.097711174
   11.371112056    0.043115937    0.102186216
   11.522726883    0.041593524    0.106525051
   11.674341711    0.042849433    0.110554616
   11.825956538    0.047655899    0.113956578
   11.977571366    0.056989103    0.116451030
   12.129186193    0.072089562    0.117950945
   12.280801021    0.094121596    0.118562904
   12.432415848    0.123054221    0.118495418
   12.584030675    0.156061611    0.117974974
   12.735645503    0.187082453    0.117205566
   12.887260330    0.209465169    0.116357694
   13.038875158    0.220680562    0.115565859
   13.190489985    0.223988562    0.114926138
   13.342104812    0.223815541    0.114495137
   13.493719640    0.219880521    0.114291322
   13.645334467    0.207699588    0.114295665
   13.796949295    0.184555721    0.114448249
   13.948564122    0.153234929    0.114640861
   14.100178949    0.120074829    0.114709469
   14.251793777    0.090771508    0.114434149
   14.403408604    0.068060522    0.113559793
   14.555023432    0.052032125    0.111853787
   14.706638259    0.041559778    0.109201428
   14.858253087    0.035400252    0.105692174
   15.009867914    0.032607804    0.101603142
   15.161482741    0.032558887    0.097242175
   15.313097569    0.034863794    0.092783029
   15.464712396    0.039247256    0.088283315
   15.616327224    0.045421580    0.083862634
   15.767942051    0.053018075    0.079804331
   15.919556878    0.061642793    0.076448617
   16.071171706    0.071003493    0.074002330
   16.222786533    0.080891014    0.072450233
   16.374401361    0.090818301    0.071608252
   16.526016188    0.099585186    0.071235602
   16.677631016    0.105636229    0.071120624
   16.829245843    0.108430157    0.071113888
   16.980860670    0.109085912    0.071125260
   17.132475498    0.108812935    0.071109167
   17.284090325    0.107115605    0.071052371
   17.435705153    0.102595322    0.070969514
   17.587319980    0.095109370    0.070907568
   17.738934807    0.086114178    0.070958114
   17.890549635    0.077179336    0.071271737
   18.042164462    0.068923484    0.072058909
   18.193779290    0.061213822    0.073551861
   18.345394117    0.053835207    0.075913671
   18.497008944    0.046879619    0.079133865
   18.648623772    0.040733462    0.083006277
   18.800238599    0.035876282    0.087242256
   18.951853427    0.032723138    0.091623252
   19.103468254    0.031606721    0.096033052
   19.255083082    0.032862539    0.100355850
   19.406697909    0.036939933    0.104386451
   19.558312736    0.044507743    0.107857113
   19.709927564    0.056560274    0.110543209
   19.861542391    0.074409012    0.112356686
   20.013157219    0.099170190    0.113372624
   20.164772046    0.130357855    0.113785981
   20.316386873    0.164165553    0.113834962
   20.468001701    0.193688026    0.113736343
   20.619616528    0.212898821    0.113654120
   20.771231356    0.221438458    0.113696139
   20.922846183    0.223889450    0.113923854
   21.074461010    0.223318993    0.114362626
   21.226075838    0.217395034    0.115005709
   21.377690665    0.201907159    0.115811785
   21.529305493    0.176271930    0.116700277
